scopeName,scopeId,ERP_Cod,Type,Lat,Lon,codId
Sao Paulo Sul 3,96,ERP252,ERP,-23.6993304,-46.7812193
Sao Paulo Sul 3,96,ERP000017,ERP,-23.6910856,-46.6984201
Silveiras,98,ERPD00017,ERP,-1,-1
Silveiras,98,ERP6AFV,ERP,1,1
Silveiras,98,ERP6AFE,ERP,1,1
Sumare,99,ERPSU55502,ERP,-22.822105,-47.193323
Suzano,100,ERP003,ERP,-23.54804,-46.3073
Suzano,100,ERP059A,ERP,-23.539524,-46.281729
Taboao da Serra,101,ERP127,ERP,-23.584681,-46.785939
Taubate,103,ERPTA15501,ERP,-23.02499640021403,-45.58039341188908
Taubate,103,ERPTA25502,ERP,-23.0202767,-45.532014517
Taubate,103,ERPTA2101,ERP,-23.04549,-45.5829
Taubate,103,ERPTA25501,ERP,-23.03779101459662,-45.556141457672354
Valinhos,105,ERPVA5101,ERP,-22.992241,-47.004597
Valinhos,105,ERPVA15501,ERP,-22.983308,-47.00228
Varzea Paulista,106,ERPVP25501,ERP,-23.20619,-46.82986
Varzea Paulista,106,ERPJU5102,ERP,-23.219353,-46.875879
Varzea Paulista,106,ERPJU15501,ERP,-23.19158,-46.877015
Vinhedo,107,ERPVI15501,ERP,-23.01661,-46.97835
Vinhedo,107,ERPVI55502,ERP,-23.0340783,-47.00145013
